#This file was generated on Sun Feb 27 07:29:52 2022
#Using the somd command, of the molecular library Sire version <2021.1.0> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 25000 moves, 60 cycles and 6000 ps of simulation time 
#Generating lambda is		 1.00000
#Alchemical array is		 (0.0, 0.125, 0.25, 0.375, 0.5, 1.0)
#Generating temperature is 	25 C
#Energy was saved every 100 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
       0           -2.04397299e+05            1.22899179e+00            9.98771763e-01            1.00122975e+00     2.503227357160958e+04     2.503248214962972e+04     2.503269160903371e+04     2.503290047894233e+04     2.503310944904257e+04     2.503394532647555e+04
     100           -1.97899186e+05            2.94387499e+00            9.97060454e-01            1.00294821e+00     2.512421870014750e+04     2.512463360859084e+04     2.512504935834229e+04     2.512546453282767e+04     2.512587981162000e+04     2.512754092309250e+04
     200           -1.94570264e+05            2.16257728e+00            9.97839759e-01            1.00216492e+00     2.530876716037590e+04     2.530908935555960e+04     2.530941240297651e+04     2.530973486699552e+04     2.531005743746216e+04     2.531134771454843e+04
     300           -1.92884432e+05            3.50675911e-01            9.99649386e-01            1.00035074e+00     2.509015986043451e+04     2.509025183025858e+04     2.509034466015730e+04     2.509043687748707e+04     2.509052921842778e+04     2.509089857642105e+04
     400           -1.92180030e+05            7.12642849e-01            9.99287611e-01            1.00071290e+00     2.526179436885503e+04     2.526193569827807e+04     2.526207785902184e+04     2.526221947532028e+04     2.526236117900348e+04     2.526292798915194e+04
     500           -1.91359447e+05            3.19664471e-01            9.99680387e-01            1.00031972e+00     2.513890562777000e+04     2.513899134411250e+04     2.513907787448191e+04     2.513916387960645e+04     2.513924996496633e+04     2.513959430216266e+04
     600           -1.91056675e+05            8.78913448e-01            9.99121473e-01            1.00087930e+00     2.518742528581019e+04     2.518758226481480e+04     2.518774008720132e+04     2.518789733837795e+04     2.518805469102091e+04     2.518868409623162e+04
     700           -1.90497270e+05            1.88640321e+00            9.98115375e-01            1.00188818e+00     2.523646844772292e+04     2.523675181334627e+04     2.523703614213998e+04     2.523731980873152e+04     2.523760359716051e+04     2.523873874659809e+04
     800           -1.90604594e+05            1.26251114e-01            9.99873757e-01            1.00012626e+00     2.511710212426781e+04     2.511716832269754e+04     2.511723543006584e+04     2.511730192846318e+04     2.511736853091073e+04     2.511763493755366e+04
     900           -1.90364748e+05            7.66452037e-01            9.99233842e-01            1.00076675e+00     2.516139903807101e+04     2.516153881977294e+04     2.516167944343518e+04     2.516181947942266e+04     2.516195962806118e+04     2.516252021805134e+04
    1000           -1.90032943e+05            9.55235937e-01            9.99045220e-01            1.00095569e+00     2.527084504515758e+04     2.527100871366910e+04     2.527117325536839e+04     2.527133720550980e+04     2.527150126034956e+04     2.527215747554154e+04
    1100           -1.90151905e+05            1.79140539e-02            9.99982086e-01            1.00001791e+00     2.513452315109505e+04     2.513457578751816e+04     2.513462935501254e+04     2.513468230658210e+04     2.513473535993985e+04     2.513494756878465e+04
    1200           -1.90149853e+05            7.60839631e-01            9.99239450e-01            1.00076113e+00     2.512134938387949e+04     2.512149012914791e+04     2.512163168682926e+04     2.512177267908767e+04     2.512191377852630e+04     2.512247817317311e+04
    1300           -1.90208504e+05            1.86066976e+00            9.98141060e-01            1.00186240e+00     2.514343722114175e+04     2.514371867034265e+04     2.514400097715366e+04     2.514428269594783e+04     2.514456452265821e+04     2.514569182417467e+04
    1400           -1.89932673e+05            9.75210928e-01            9.99025264e-01            1.00097569e+00     2.516490298354521e+04     2.516507414597207e+04     2.516524625248417e+04     2.516541770995270e+04     2.516558928648683e+04     2.516627558942844e+04
    1500           -1.90278352e+05            1.24795771e+00            9.98752821e-01            1.00124874e+00     2.503231344718526e+04     2.503252327111223e+04     2.503273396350227e+04     2.503294408517963e+04     2.503315429910273e+04     2.503399515102020e+04
    1600           -1.90187115e+05            3.11837417e+00            9.96886483e-01            1.00312324e+00     2.517927335939885e+04     2.517970977292489e+04     2.518014709939587e+04     2.518058381775560e+04     2.518102063858739e+04     2.518276791777592e+04
    1700           -1.90429463e+05            2.22386155e-01            9.99777639e-01            1.00022241e+00     2.510939474135067e+04     2.510947106616207e+04     2.510954827976596e+04     2.510962489406670e+04     2.510970161316799e+04     2.511000848498530e+04
    1800           -1.90342255e+05            1.42954040e+00            9.98571481e-01            1.00143056e+00     2.514922502998319e+04     2.514945120028799e+04     2.514967828340246e+04     2.514990475946322e+04     2.515013133712227e+04     2.515103764426134e+04
    1900           -1.90049031e+05            2.41619029e+00            9.97586726e-01            1.00241911e+00     2.515854552813972e+04     2.515890105669636e+04     2.515925739160980e+04     2.515961313194815e+04     2.515996900155738e+04     2.516139247497504e+04
    2000           -1.90503859e+05            1.67874350e+00            9.98322665e-01            1.00168015e+00     2.518847678852675e+04     2.518872988508611e+04     2.518898383665879e+04     2.518923720069909e+04     2.518949067275666e+04     2.519050455698656e+04
    2100           -1.90248864e+05            1.91595246e+00            9.98085882e-01            1.00191779e+00     2.520751926950846e+04     2.520780745166807e+04     2.520809644181648e+04     2.520838488633636e+04     2.520867342677175e+04     2.520982758403504e+04
    2200           -1.90305759e+05            2.88730941e-01            9.99711311e-01            1.00028877e+00     2.515792265918685e+04     2.515800717416219e+04     2.515809256319389e+04     2.515817734364812e+04     2.515826223950194e+04     2.515860181981702e+04
    2300           -1.90137810e+05            1.62601719e+00            9.98375304e-01            1.00162734e+00     2.508735137868535e+04     2.508760396679947e+04     2.508785741438113e+04     2.508811027597186e+04     2.508836324264721e+04     2.508937510660907e+04
    2400           -1.90282571e+05            3.52101167e-01            9.99647961e-01            1.00035216e+00     2.513471267378620e+04     2.513480589968801e+04     2.513489992588445e+04     2.513499340098559e+04     2.513508697810290e+04     2.513546128241959e+04
    2500           -1.90343942e+05            6.25370695e-01            9.99374825e-01            1.00062557e+00     2.511554991624931e+04     2.511567859345823e+04     2.511580816300615e+04     2.511593711098143e+04     2.511606617702673e+04     2.511658243780415e+04
    2600           -1.90058385e+05            1.66189787e+00            9.98339482e-01            1.00166328e+00     2.522395698332648e+04     2.522420695171988e+04     2.522445773456697e+04     2.522470796283432e+04     2.522495829053214e+04     2.522595959773779e+04
    2700           -1.90326682e+05            9.70586966e-01            9.99029884e-01            1.00097106e+00     2.524566222960913e+04     2.524583194465279e+04     2.524600251797078e+04     2.524617250793804e+04     2.524634260253342e+04     2.524702297545771e+04
    2800           -1.90501022e+05            8.32266158e-01            9.99168080e-01            1.00083261e+00     2.529735506525654e+04     2.529751807249787e+04     2.529768190703854e+04     2.529784517994623e+04     2.529800855227087e+04     2.529866203928520e+04
    2900           -1.90432840e+05            1.64289879e+00            9.98358450e-01            1.00164425e+00     2.516907337191168e+04     2.516933266087869e+04     2.516959274470333e+04     2.516985226862957e+04     2.517011190208260e+04     2.517115043225352e+04
    3000           -1.90556949e+05            9.70404099e-01            9.99030067e-01            1.00097088e+00     2.516942166961514e+04     2.516958519382273e+04     2.516974973416714e+04     2.516991359503884e+04     2.517007757201798e+04     2.517073347442083e+04
