# lambda_val.val 0.22200
    1        26.9837469167
    2        20.4668745306
    3        19.7638203415
    4        21.9703610118
    5        19.1300339017
    6        22.4051192814
    7        21.4092319551
    8        30.6146965257
    9        25.2473994502
   10        23.2418590035
   11        23.9291509120
   12        21.5610653615
   13        20.0411097483
   14        21.4443521871
   15        25.7105998591
   16        24.6441859193
   17        22.2807400030
   18        27.5124942774
   19        19.8218957943
   20        22.3545979043
   21        22.9066794164
   22        25.6176552628
   23        25.3239638304
   24        22.6758394960
   25        17.4739075169
   26        24.1269179673
   27        25.7711898994
   28        25.1483231741
   29        29.2002287773
   30        18.4033808081
   31        16.3078657452
   32        23.2837457753
   33        26.9232774549
   34        16.7079200675
   35        22.9185613438
   36        27.6213360553
   37        24.4015549916
   38        26.6184282444
   39        21.6563850597
   40        25.3439456045
   41        26.3903205102
   42        24.8303919103
   43        16.2471978477
   44        22.8181904743
   45        21.8002672496
   46        25.2328538407
   47        21.7020513197
   48        28.1218430052
   49        28.1683628639
   50        17.5157785144
   51        18.5955028774
   52        19.6676707829
   53        23.4533308793
   54        26.4439089862
   55        16.4422858158
   56        29.9850522169
   57        23.4261919573
   58        27.3417710649
   59        28.5830637802
   60        20.0143621143
